100,0.50581396,2.607821,1.625
200,0.5,1.1042571,1.6370588235294117
300,0.48255813,1.0094142,1.1686301369863017
400,0.48255813,0.9877149,1.337049180327869
500,0.49418604,0.98228985,1.1727083333333332
600,0.5,0.97795504,1.1363414634146343
700,0.50581396,0.9736364,0.8882857142857142
800,0.50581396,0.969598,1.1037837837837838
900,0.5,0.9812506,1.2716666666666667
1000,0.5,0.9707854,0.8636111111111111
1100,0.51744187,0.96891874,1.041923076923077
1200,0.5,0.9725647,0.9952173913043478
1300,0.5116279,0.96669155,0.9675
1400,0.5,0.970191,0.9156
1500,0.48255813,0.9709487,0.7893103448275862
1600,0.5116279,0.96597296,1.1572307692307693
1700,0.50581396,0.9711854,1.09
1800,0.47674417,0.97193885,1.09
1900,0.48255813,0.96998775,0.9156
2000,0.50581396,0.965733,0.9156
2100,0.48255813,0.973146,1.2716666666666667
2200,0.50581396,0.96645576,0.8175
2300,0.50581396,0.96839505,1.0404545454545455
2400,0.5,0.9667293,0.8871875
2500,0.4883721,0.97715104,1.526
2600,0.47674417,0.98203737,1.4425000000000001
2700,0.5116279,0.96269876,0.8270454545454545
2800,0.5,0.96611625,0.8477777777777779
2900,0.5,0.9677909,1.0404545454545455
3000,0.48255813,0.97586566,1.0514814814814815
3100,0.5,0.96980304,1.0916216216216217
3200,0.50581396,0.9714995,1.4195
3300,0.5116279,0.9686668,0.965
3400,0.5116279,0.97368443,1.526
3500,0.4883721,0.97585654,1.351904761904762
3600,0.5,0.96735823,0.9952173913043478
3700,0.5116279,0.9694693,1.204736842105263
3800,0.50581396,0.96815294,0.9789655172413794
3900,0.50581396,0.9706839,1.1829166666666666
4000,0.49418604,0.97133857,1.0421212121212122
4100,0.50581396,0.96960235,1.346470588235294
4200,0.4883721,0.9752302,1.5772222222222223
4300,0.5,0.97389334,1.4195
4400,0.4883721,0.9770641,1.5772222222222223
4500,0.50581396,0.9711721,1.351904761904762
4600,0.50581396,0.9727215,1.346470588235294
4700,0.47674417,0.98853534,1.5992857142857144
